ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
36664,Mercer Island High School,480698,47.571618,-122.21723,9100 Se 42Nd St,48,28769,11:19.7
36665,Yellow Wood Academy,480701,47.576618,-122.209358,9655 Se 36Th St Ste 101,48,28769,11:19.7
36666,The Privett Academy,480702,47.56025,-122.228083,Po Box 42,48,28769,11:19.7
36667,Brownstone Academy,480703,47.582062,-122.231989,7834 Se 32Nd St Ste 203,48,28769,11:19.7
36668,Riverside High School,480705,47.92167,-117.262989,East 4120 Deer Park Milan Road,48,29096,11:19.7
36669,West Valley High School,480710,47.683624,-117.292592,8301 E Buckeye Ave,48,29155,11:19.7
36670,Henry M. Jackson High School,480711,47.873551,-122.209997,1508 136Th St Se,48,28774,11:19.7
36671,Cedar Park Christian School,480712,47.860097,-122.204297,Pmb 641 13300 Bothell Everett Hwy,48,28774,11:19.7
36672,North Beach High School,480715,47.022423,-124.15904,336 State Route 115 Po Box 969,48,28934,11:19.7
36673,Choice Alternative School,480722,47.215597,-123.108723,807 W Pine St,48,28946,11:19.7
36674,Leaders In Learning,480724,47.854263,-121.97925,639 W Main St,48,28805,11:19.7
36675,Monroe High School,480725,47.843131,-122.00944,17001 Tester Rd,48,28805,11:19.7
36676,Sky Valley Education Center,480726,47.856288,-121.975831,351 Short Columbia St,48,28805,11:19.7
36677,Montesano Junior-Senior High School,480730,46.983603,-123.597187,303 N Church St,48,28929,11:19.7
36678,Morton Junior-Senior High School,480735,46.55844,-122.2751,Po Box 1169,48,28869,11:19.7
36679,Columbia Basin Secondary School,480737,47.182886,-119.321442,6527 Patton Blvd Ne,48,29036,11:19.7
36680,Moses Lake Christian Academy,480739,47.116582,-119.255854,1475 Nelson Rd Ne Ste A,48,29036,11:19.7
36681,Moses Lake Senior High School,480740,47.111705,-119.265597,803 Sharon Ave E,48,29036,11:19.7
36682,Mossyrock High School,480745,46.50281,-122.468293,Po Box 454,48,28930,11:19.7
36683,Mount Vernon High School,480750,48.425112,-122.326682,314 N 9Th St,48,28806,11:19.7
36684,Mount Vernon Christian School,480752,48.406381,-122.343823,820 W Blackburn Rd,48,28806,11:19.7
36685,Kamiak High School,480758,47.898382,-122.300307,10801 Harbour Pointe Blvd,48,28833,11:19.7
36686,East Valley High School,480760,46.573866,-120.405309,1900 Beaudry Rd,48,29068,11:19.7
36687,Naches Valley High School,480770,46.805796,-120.992096,Po Box 159,48,29080,11:19.7
36688,Nile Christian School/Hope Academy,480771,46.80359,-120.92233,370 Flying H Loop,48,29080,11:19.7
36689,Napavine Junior-Senior High School,480775,46.578315,-122.901965,Po Box 357,48,28931,11:19.7
36690,Naselle High School,480780,46.376407,-123.79966,793 State Route 4,48,29003,11:19.7
36691,Naselle Youth Camp School,480782,46.39363,-123.82341,11-S Youth Camp Lane,48,29003,11:19.7
36692,Wahluke High School,480783,46.730957,-119.778257,Po Box 907,48,29216,11:19.7
36693,Neah Bay High School,480785,48.327961,-124.615051,Po Box 86,48,28870,11:19.7
36694,Renton Academy,480789,47.456407,-122.197441,2607 Jones Ave S,48,28771,11:19.7
36695,Shamrock Educational Academy,480790,47.776437,-117.083949,13032 N March Horse Ln,48,29116,11:19.7
36696,Rosehill Academy,480794,47.826946,-117.561323,5634 Swenson Raod,48,29117,11:19.7
36697,Newport High School,480795,48.185849,-117.196815,Po Box 70,48,29200,11:19.7
36698,Nooksack Valley High School,480796,48.96438,-122.307958,3326 E Badger Rd,48,28822,11:19.7
36699,Mount Si High School,480797,47.522781,-121.816886,8651 Meadowbrook Way Se,48,28761,11:19.7
36700,Lakeside High School,480798,47.811264,-117.56138,5909 Highway 291,48,29117,11:19.7
36701,Northport High School,480800,48.910614,-117.788472,408 Tenth Street Po Box 1280,48,29201,11:19.7
36702,Two Rivers School,480803,47.496158,-121.78208,330 Ballarat Avenue North,48,28754,11:19.7
36703,Oakesdale High School,480805,47.129263,-117.242736,101 N First St Po Box 228,48,29202,11:19.7
36704,Bible Baptist School,480806,48.256548,-122.709162,1701  Harns Rd,48,28835,11:19.7
36705,Home Connection,480808,48.32917,-122.673912,600 Cherokee St,48,28835,11:19.7
36706,North Whidbey Christian High School,480809,48.29819,-122.650547,675 E Whidbey Ave,48,28835,11:19.7
36707,Oak Harbor High School,480810,48.301305,-122.668458,1 Wildcat Way,48,28835,11:19.7
36708,Oakville High School,480815,46.866084,-123.283859,Po Box H,48,28933,11:19.7
36709,Odessa High School,480820,47.344402,-118.658816,Po Box 248,48,29203,11:19.7
36710,Okanogan High School,480825,48.364686,-119.586005,244 South 5Th Street Post Office Box 592,48,29037,11:19.7
36711,AG West Black Hills,480826,46.978088,-122.947403,7741 Littlerock Rd Sw,48,28908,11:19.7
36712,Avanti High School,480827,47.043518,-122.887627,1113 Legion Way Se,48,28908,11:19.7
36713,Evergreen Christian School,480828,47.037383,-122.933557,1010 Black Lake Boulevard Sw,48,28908,11:19.7
36714,Capital High School,480829,47.050557,-122.935656,2707 Conger Ave Nw,48,28908,11:19.7
36715,Career Link South Seattle College,480831,47.547,-122.353072,6000 16Th Ave Sw,48,28766,11:19.7
36716,Northwest Christian High School,480834,47.050866,-122.820118,4710 Park Center Ave Ne,48,28909,11:19.7
36717,Olympia High School,480835,47.017326,-122.884686,1302 North St Se,48,28908,11:19.7
36718,Sunrise Beach High School,480837,47.081929,-123.008648,6101 Mink Street Nw,48,28908,11:19.7
36719,Olympia Regional Learning Academy,480838,47.068394,-122.873642,2001 26Th Ave Ne,48,28908,11:19.7
36720,Omak Senior High School,480840,48.426942,-119.560672,Po Box 833,48,29038,11:19.7
36721,Onalaska High School,480845,46.581728,-122.720149,540 Carlisle Ave,48,28935,11:19.7
36722,Oroville High School,480850,48.934168,-119.438109,1008 Ironwood Street,48,29040,11:19.7
36723,Orting High School,480855,47.101217,-122.208848,320 Washington Ave N,48,28877,11:19.7
36724,Othello High School,480860,46.82271,-119.165246,340 S 7Th Ave,48,29164,11:19.7
36725,Desert Oasis High School,480861,46.818533,-119.163036,825 E Ash St,48,29164,11:19.7
36726,Garfield-Palouse High School,480870,46.912329,-117.073375,600 E Alder St,48,29205,11:19.7
36727,Country Christian School,480872,46.387746,-119.182793,5500 W Sagemoor Rd,48,29206,11:19.7
36728,Kingspoint Christian School,480874,46.24232,-119.194867,7900 W Court St,48,29206,11:19.7
36729,Pasco High School,480875,46.238567,-119.103143,1108 N 10Th Ave,48,29206,11:19.7
36730,Riverview Baptist Christian School,480876,46.248463,-119.155621,4921 West Wernett,48,29206,11:19.7
36731,New Horizons Alternative High School,480877,46.25193,-119.128808,3110 W Argent Rd,48,29206,11:19.7
36732,Chiawana High School,480879,46.257499,-119.197065,8125 W Argent Rd,48,29206,11:19.7
36733,Pateros High School,480880,48.05098,-119.9034,Po Box 98,48,29042,11:19.7
36734,Pe Ell School,480885,46.582897,-123.314715,Po Box 368,48,28937,11:19.7
36735,Pomeroy High School,480895,46.472664,-117.598058,1090 Pataha St,48,29214,11:19.7
36736,Port Angeles High School,480900,48.100635,-123.438079,304 E Park Ave,48,28871,11:19.7
36737,Olympic Christian School,480901,48.095383,-123.301409,43 Obrien Rd,48,28871,11:19.7
36738,Discovery Alternative High School,480903,47.529182,-122.599022,2150 Fircrest Dr Se,48,28880,11:19.7
36739,Apostolic Learning Center,480907,47.503885,-122.595833,4960 Country Club Way Se,48,28880,11:19.7
36740,South Kitsap High School,480910,47.537687,-122.624294,425 Mitchell Ave,48,28880,11:19.7
36741,Jefferson Community School,480914,48.11589,-122.754693,280 Quincy St Ste I,48,28881,11:19.7
36742,Port Townsend High School,480915,48.11742,-122.767969,1500 Van Ness Street,48,28881,11:19.7
36743,North Kitsap High School,480920,47.733793,-122.623916,1780 Ne Hostmark St,48,28895,11:19.7
36744,Chief Kitsap Academy,480921,47.710959,-122.604151,16301 Creative Dr Ne,48,28895,11:19.7
36745,West Sound Academy,480922,47.751046,-122.614094,Po Box 807,48,28895,11:19.7
36746,Jubilee Christian Academy,480924,46.381372,-118.64803,29 Jubilee Circle,48,29215,11:19.7
36747,Prescott High School,480925,46.29734,-118.320095,207 South A Street Po Box 65,48,29215,11:19.7
36748,Prosser Senior High School,480930,46.203649,-119.767241,1203 Prosser Ave,48,29217,11:19.7
36749,Red Comet,480932,46.148328,-119.559674,Po Box 1424,48,29217,11:19.7
36750,Pullman Christian School,480934,46.723275,-117.187525,345 Sw Kimball Dr,48,29142,11:19.7
36751,Pullman High School,480935,46.730331,-117.218027,510 Nw Greyhound Way,48,29142,11:19.7
36752,E.B. Walker High School,480936,47.204992,-122.282336,5715 Milwaukee Avenue East,48,28882,11:19.7
36753,Governor John R. Rogers High School,480938,47.138116,-122.312574,12801 86Th Ave E,48,28882,11:19.7
36754,Puyallup High School,480940,47.191313,-122.301997,105 7Th St Sw,48,28882,11:19.7
36755,Quilcene High School,480945,47.828495,-122.838769,Po Box 40,48,28896,11:19.7
36756,Quincy High School,480955,47.182173,-119.754143,403 Jackrabbit St Ne,48,29055,11:19.7
36757,Rainier High School,480960,46.873509,-122.661394,Po Box 98,48,28939,11:19.7
36758,White Pass High School,480965,46.536095,-121.92961,516 Silverbrook Rd,48,28897,11:19.7
36759,Willapa Christian Fellowship Academy,480967,46.670862,-123.692402,1301 Andrew Street,48,28940,11:19.7
36760,Raymond High School,480970,46.685516,-123.724952,1016 Commercial Street,48,28940,11:19.7
36761,WANIC Skill Center,480971,47.703078,-122.16522,11605 132Nd Ave Ne # A108,48,28753,11:19.7
36762,Brightmont Academy - Redmond,480974,47.670332,-122.121811,7345 164Th Ave Ne Ste I135,48,28759,11:19.7
36763,Reardan High School,480975,47.669606,-117.877734,Po Box 225,48,29166,11:19.7
36764,Nikola Tesla Stem High School,480976,47.648684,-122.037758,4301 228Th Ave Ne,48,28759,11:19.7
36765,Redmond High School,480978,47.694924,-122.106415,17272 Ne 104Th St,48,28759,11:19.7
36766,Emerson K-12,480982,47.655298,-122.195553,10903 Ne 53Rd St,48,28753,11:19.7
36767,Charles A. Lindbergh High School,480985,47.454804,-122.166161,16426 128Th Avenue Southeast,48,28771,11:19.7
36768,Oliver M. Hazen High School,480987,47.501632,-122.152348,1101 Hoquiam Ave Ne,48,28771,11:19.7
36769,New Horizon School,480988,47.441911,-122.204095,1111 South Carr Road,48,28771,11:19.7
36770,Albert Talley Senior High School,480989,47.485496,-122.236421,7800 S 132Nd St,48,28766,11:19.7
36771,Renton High School,480990,47.481746,-122.211889,400 S 2Nd St,48,28771,11:19.7
36772,Renton Preparatory Christian School,480991,47.481157,-122.201796,200 Mill Ave S Ste 110,48,28771,11:19.7
36773,Republic High School,480995,48.642139,-118.726349,30306 E Highway 20,48,29143,11:19.7
36774,Richland High School,481000,46.279225,-119.287436,930 Long Ave,48,29218,11:19.7
36775,Liberty Christian School,481001,46.285631,-119.300126,2200 Williams Blvd,48,29218,11:19.7
36776,Hanford High School,481002,46.325289,-119.266608,450 Hanford St,48,29218,11:19.7
36777,Rivers Edge High School,481004,46.27249,-119.277102,975 Gillespie St,48,29218,11:19.7
36778,Ridgefield High School,481005,45.799389,-122.711839,2630 S Hillhurst Rd,48,29007,11:19.7
36779,Cedar Tree Classical Christian,481006,45.769799,-122.637136,20601 Ne 29Th Ave,48,29007,11:19.7
36780,Delta High School,481008,46.280581,-119.220227,5801 Broadmoor Blvd,48,29206,11:19.7
36781,Three Rivers HomeLink,481009,46.272266,-119.275745,517 Jadwin Ave,48,29218,11:19.7
36782,Lind Ritzville High School,481010,47.125588,-118.292516,209 E Wellsandt Rd,48,29145,11:19.7
36783,Rochester High School,481020,46.798896,-123.043787,19800 Carper Rd Sw,48,28941,11:19.7
36784,Rosalia High School,481030,47.23167,-117.368633,916 South Josephine Ave,48,29146,11:19.7
36785,Royal High School,481033,46.897589,-119.686316,Po Box 486,48,29221,11:19.7
36786,Saint John-Endicott High School,481035,47.088344,-117.582238,301 W Nob Hill Rd,48,29147,11:19.7
36787,Academy Northwest,481039,47.764739,-122.150931,18915 142Nd Ave Ne Ste 140B,48,28764,11:19.7
36788,Ballard High School,481045,47.676709,-122.375441,1418 Nw 65Th St,48,28766,11:19.7
36789,Bishop Blanchet High School,481050,47.689717,-122.335469,8200 Wallingford Ave N,48,28766,11:19.7
36790,Cleveland High School,481055,47.552303,-122.313908,5511 15Th Ave S,48,28766,11:19.7
36791,Pacific Christian Academy,481056,47.298858,-122.308728,33645 20Th Ave S,48,28737,11:19.7
36792,Center School,481060,47.621044,-122.349551,305 Harrison St,48,28766,11:19.7
36793,Forest Ridge School Sacred Heart,481070,47.558992,-122.15537,4800 139Th Ave Se,48,28738,11:19.7
36794,Raisbeck Aviation High School,481071,47.520741,-122.300264,9229 E Marginal Way S,48,29935,11:19.7
36795,Foster High School,481075,47.474661,-122.279997,4242 S 144Th St,48,29935,11:19.7
36796,Franklin High School,481080,47.57637,-122.292996,3013 S Mt Baker Blvd,48,28766,11:19.7
36797,Brightmont Academy - Seattle,481081,47.700578,-122.325019,9750 3Rd Ave Ne Ste 102,48,28766,11:19.7
36798,The Bush School,481085,47.622912,-122.288666,3400 E Harrison St,48,28766,11:19.7
36799,Seattle Waldorf High School,481088,47.687793,-122.264937,7777 62Nd Ave Ne,48,28766,11:19.7
36800,Interagency Academy,481089,47.558181,-122.287114,3528 S Ferdinand St,48,28766,11:19.7
36801,Highline High School,481090,47.421971,-122.326154,615 S 200Th St,48,29908,11:19.7
36802,Seattle Central College,481091,47.616898,-122.321356,1701 Broadway Be 1106,48,28766,11:19.7
36803,Holy Names Academy,481100,47.626446,-122.304293,728 21St Ave E,48,28766,11:19.7
36804,Cascade Parent Partnership Program,481103,47.646277,-122.358618,2919 1St Ave W,48,28766,11:19.7
36805,Ingraham High School,481112,47.726234,-122.337904,1819 N 135Th St,48,28766,11:19.7
36806,Garfield High School,481115,47.605131,-122.301825,400 23Rd Ave,48,28766,11:19.7
36807,John F. Kennedy Catholic High School,481116,47.478073,-122.331979,140 S 140Th St,48,28766,11:19.7
36808,Kings High School,481117,47.768899,-122.351594,19303 Fremont Ave N,48,28766,11:19.7
36809,Lakeside School,481120,47.731387,-122.327927,14050 First Avenue Northeast,48,28766,11:19.7
36810,Middle College High School,481126,47.67716,-122.322484,520 Ne Ravenna Blvd,48,28766,11:19.7
36811,The Northwest School,481127,47.613393,-122.325941,1415 Summit Ave,48,28766,11:19.7
36812,Nathan Hale High School,481128,47.708043,-122.294726,10750 30Th Ave Ne,48,28766,11:19.7
36813,Nova High School,481129,47.608351,-122.300867,2410 E Cherry St,48,28766,11:19.7
36814,O'Dea High School,481130,47.607758,-122.324812,802 Terry Ave,48,28766,11:19.7
36815,South Lake High School,481134,47.525672,-122.270911,8601 Ranier Ave S,48,28766,11:19.7
36816,Rainier Beach High School,481137,47.524073,-122.265857,8815 Seward Park Ave S,48,28766,11:19.7
36817,Roosevelt High School,481140,47.67701,-122.312716,1410 Ne 66Th St,48,28766,11:19.7
36818,Evergreen High School,481141,47.4997,-122.345515,830 Sw 116Th St,48,28766,11:19.7
36819,Apex Learning,481142,47.607715,-122.334805,1215 4Th Ave Ste 1500,48,28766,11:19.7
36820,Shorewood Christian School,481146,47.510837,-122.367536,10300 28Th Ave Sw,48,28766,11:19.7
36821,New Start at Salmon Creek,481147,47.496424,-122.341456,614 Sw 120Th St,48,28766,11:19.7
36822,Seattle Urban Academy,481152,47.53827,-122.284054,3800 South Othello Street,48,28766,11:19.7
36823,Seattle Academy,481154,47.612713,-122.316349,1201 E Union St,48,28766,11:19.7
36824,Seattle Christian Schools,481155,47.438456,-122.273694,18301 Military Rd S,48,28766,11:19.7
36825,Tyee High School,481159,47.435842,-122.277746,4424 S 188Th St,48,28766,11:19.7
36826,Seattle Preparatory School,481160,47.641237,-122.317638,2400 11Th Ave E,48,28766,11:19.7
36827,Chief Sealth International High School,481161,47.528892,-122.366191,2600 Sw Thistle St,48,28766,11:19.7
36828,Shorecrest High School,481163,47.740991,-122.304047,15343 25Th Ave Ne,48,29909,11:19.7
36829,Shoreline Christian High School,481164,47.736427,-122.302979,2400 Ne 147Th St,48,29909,11:19.7
36830,West Seattle High School,481165,47.576975,-122.385269,3000 California Ave. Sw,48,28766,11:19.7
36831,Shorewood High School,481166,47.7547,-122.350197,17300 Fremont Ave N,48,29909,11:19.7
36832,Seattle Lutheran High School,481167,47.565039,-122.384545,4100 Sw Genesee St,48,28766,11:19.7
36833,University Preparatory Academy,481169,47.686985,-122.300389,8000 25Th Ave Ne,48,28766,11:19.7
36834,Northwest Yeshiva High School,481173,47.557789,-122.220036,5017 90Th Ave Se,48,28769,11:19.7
36835,Transition School Early Entrance,481174,47.607869,-122.336121,University Of Washington Box 351630,48,28766,11:19.7
36836,Sedro Woolley High School,481175,48.5003,-122.237232,1235 3Rd St,48,28808,11:19.7
36837,Puget Sound Comm School,481177,47.596302,-122.324293,660 S Dearborn St,48,28766,11:19.7
36838,Selah Bible Baptist School,481178,46.692473,-120.547181,20 Tibbling Rd,48,29085,11:19.7
36839,Seattle World School,481179,47.621599,-122.3053,301 21St Ave E,48,28766,11:19.7
36840,Selah High School,481180,46.663578,-120.527262,801 N 1St St,48,29085,11:19.7
36841,Derech Emunah Seattle Girls High School,481182,47.543876,-122.26797,5145 S Morgan St,48,28766,11:19.7
36842,Sequim High School,481185,48.086491,-123.104454,601 N Sequim Ave,48,28901,11:19.7
36843,Garrett Heyns Education Center,481188,47.263255,-123.159683,Post Office Box 900,48,28946,11:19.7
36844,Shelton High School,481190,47.236735,-123.120891,3737 N Shelton Springs Rd,48,28946,11:19.7
36845,Barker Creek Community School,481194,47.621506,-122.630719,1400 Ne Mcwilliams Rd,48,28814,11:19.7
36846,Central Kitsap High School,481195,47.656518,-122.703352,10140 Frontier Pl Nw,48,28847,11:19.7
36847,Klahowya Secondary School,481196,47.672498,-122.707982,Po Box 8,48,28847,11:19.7
36848,Olympic High School,481197,47.627156,-122.660687,7070 Stampede Blvd Nw,48,28814,11:19.7
36849,Skykomish High School,481205,47.709342,-121.36242,105 6Th Street N Po Box 325,48,28811,11:19.7
36850,Snohomish Senior High School,481210,47.919031,-122.100365,1316 5Th St,48,28812,11:19.7
