ID,HS_NAME,HS_CEEB_CODE,HS_LATITUDE,HS_LONGITUDE,HS_ADDRESS,HS_STATE_TYPE_ID,HS_CITY_TYPE_ID,DBT_SYNCED_AT
6252,Dearborn Magnet High School,230766,42.338974,-83.259406,22586 Ann Arbor Trail,5,3646,11:19.7
6253,Dearborn Magnet High School,230773,42.338974,-83.259406,22586 Ann Arbor Trl,5,3646,11:19.7
6254,Dearborn Magnet High School,230793,42.338974,-83.259406,22586 Ann Arbor Trl,5,3646,11:19.7
6255,Annapolis High School,230792,42.27652,-83.246235,4650 Clippert St,5,3646,11:19.7
6256,Robichaud Senior High School,230518,42.284084,-83.287433,3601 Janet St,5,3646,11:19.7
6257,Robichaud Senior High School,232080,42.284084,-83.287433,3601 Janet St,5,3646,11:19.7
6258,Westwood Alternative High School,230798,42.29834,-83.291321,25824 Michigan Ave,5,3686,11:19.7
6259,Decatur Junior Senior High School,230795,42.11087,-85.979745,110 Cedar Street,5,3996,11:19.7
6260,Deckerville Community High School,230800,43.526979,-82.730411,2633 Black River St,5,3781,11:19.7
6261,DK Academy,230547,42.532723,-85.384885,10425 Panther Pride,5,3997,11:19.7
6262,Delton Kellogg High School,230810,42.532723,-85.384885,10425 Panther Dr,5,3997,11:19.7
6263,Dexter High School,231255,42.321052,-83.894903,2200 N Parker Rd,5,3659,11:19.7
6264,Dexter Alternative School,230754,42.334715,-83.882317,7714 Ann Arbor St,5,3659,11:19.7
6265,Bates,231526,42.329178,-83.88604,2704 Baker Rd,5,3659,11:19.7
6266,Pathfinders Alternative and Adult Education,231160,41.981719,-86.10947,243 S Front St,5,3998,11:19.7
6267,Union High School,231270,41.990867,-86.118565,701 West Prairie Ronde,5,3998,11:19.7
6268,Dryden High School,231275,42.94944,-83.145288,3866 Rochester Rd,5,3782,11:19.7
6269,Riverside Academy,230307,41.953582,-83.659097,445 Toledo St,5,3660,11:19.7
6270,Dundee Community High School,231280,41.962539,-83.66229,130 Viking Drive,5,3660,11:19.7
6271,Durand Area High School,231285,42.91835,-83.977774,9575 E Monroe Rd,5,3783,11:19.7
6272,Riverview East High School,232439,42.714003,-82.506729,6373 King Rd,5,3627,11:19.7
6273,Marine City High School,232435,42.714933,-82.506764,1085 Ward St,5,3627,11:19.7
6274,St. Clair High School,233340,42.823648,-82.512119,2200 Clinton Avenue,5,3635,11:19.7
6275,Eastpointe High School,230782,42.463531,-82.9621,15501 Couzens Ave,5,3623,11:19.7
6276,Eastpointe High School,231290,42.463531,-82.9621,15501 Couzens Ave,5,3623,11:19.7
6277,East Grand Rapids High School,231705,42.948483,-85.613454,2211 Lake Dr Se,5,4197,11:19.7
6278,East Jackson Secondary School,232130,42.257791,-84.338785,1566 N Sutton Rd,5,4067,11:19.7
6279,East Jackson High School,232151,42.25771,-84.338631,1404 N Sutton Rd,5,4067,11:19.7
6280,East Jordan High School,230861,45.203995,-85.102843,Po Box 399,5,4296,11:19.7
6281,East Jordan High School,231295,45.152233,-85.119296,101 Maple Street Box 399,5,4296,11:19.7
6282,East Lansing High School,231300,42.740824,-84.477975,509 Burcham Dr,5,3890,11:19.7
6283,Greyhound Central Performance Academy,230121,42.50523,-84.639384,912 Greyhound Dr,5,3891,11:19.7
6284,Eaton Rapids High School,231305,42.507771,-84.637211,800 State St,5,3891,11:19.7
6285,Eau Claire High School,231310,41.982818,-86.310717,7450 Hochberger Rd,5,4133,11:19.7
6286,Ecorse Community High School,231315,42.249721,-83.148946,27385 West Outer Drive,5,3705,11:19.7
6287,Downriver Virtual Academy,230512,42.250896,-83.152037,27225 W Outer Dr,5,3705,11:19.7
6288,Downriver Virtual Academy,231753,42.250896,-83.152037,27225 W Outer Dr,5,3705,11:19.7
6289,SER Metro Youthbuild Learning Academy,231741,42.327421,-83.15434,5200 Stecker St,5,3644,11:19.7
6290,Montabella Junior Senior High School,231325,43.465905,-85.059063,1324 N County Line Rd,5,4159,11:19.7
6291,Edwardsburg High School,231330,41.789697,-86.088525,69410 Section St,5,4134,11:19.7
6292,Elk Rapids High School,231340,44.890203,-85.394352,308 Meguzee Pt,5,4249,11:19.7
6293,Elk Rapids High School,231676,44.890203,-85.394352,308 Meguzee Pt,5,4249,11:19.7
6294,Laker High School,231329,43.816745,-83.230825,6136 Pigeon Rd,5,3943,11:19.7
6295,Laker High School,233010,43.816745,-83.230825,6136 Pigeon Rd,5,3943,11:19.7
6296,Ellsworth Community School,231350,45.168692,-85.247485,9467 Park Street,5,4298,11:19.7
6297,Escanaba Area Public High School,231368,45.740359,-87.079903,500 S Lincoln Rd,5,4340,11:19.7
6298,Escanaba Student Success Center,230057,45.745611,-87.068618,1500 Ludington St,5,4340,11:19.7
6299,Garber High School,231375,43.605059,-83.837052,213 Pine St,5,3864,11:19.7
6300,Evart High School,231385,43.904882,-85.276452,6221 95Th Avenue,5,4251,11:19.7
6301,Visions Unlimited,230432,42.456293,-83.370832,33000 Freedom Rd,5,3722,11:19.7
6302,Farmington High School,231405,42.464444,-83.360298,32000 Shiawassee Rd,5,3722,11:19.7
6303,North Farmington High School,231406,42.515971,-83.376098,32900 West 13 Mile Rd,5,3722,11:19.7
6304,Harrison High School,231404,42.497493,-83.34622,29995 W 12 Mile Rd,5,3722,11:19.7
6305,Farwell Timberland Alternative High School,230111,43.83558,-84.863286,399 E Michigan St,5,3846,11:19.7
6306,Farwell High School,231410,43.834551,-84.863184,371 E Main St,5,3846,11:19.7
6307,Pearl Alternativeadult Education School,230611,42.599018,-86.108,4 Memorial Dr,5,4205,11:19.7
6308,Fennville Public High School,231420,42.599018,-86.108,4 Memorial Dr,5,4205,11:19.7
6309,Fenton Senior High School,231425,42.814996,-83.729375,3200 W Shiawassee,5,3784,11:19.7
6310,Fapsgear Up Academy,230859,42.786669,-83.732634,3100 Owen Rd,5,3784,11:19.7
6311,CASA,230679,42.465424,-83.163058,23561 Rosewood St,5,3716,11:19.7
6312,University High School,231424,42.46707,-83.133321,2521 Bermuda St,5,3714,11:19.7
6313,Ferndale High School,231430,42.453762,-83.147722,881 Pinecrest Dr,5,3714,11:19.7
6314,Tri County Educational Center,230738,42.449304,-83.160892,21131 Garden Ln,5,3714,11:19.7
6315,Fitzgerald Senior High School,231442,42.463843,-83.062773,23200 Ryan Rd,5,3637,11:19.7
6316,Fitzgerald Senior High School,233726,42.463843,-83.062773,23200 Ryan Rd,5,3637,11:19.7
6317,Accelerated Learning Academy,230127,43.076926,-83.690207,G2138 W Carpenter Rd,5,3770,11:19.7
6318,Southwestern Classical Academy,231540,42.997702,-83.701174,1420 W 12Th St,5,3770,11:19.7
6319,Flushing High School,231550,43.075827,-83.843069,5039 Deland Rd,5,3786,11:19.7
6320,Forest Area High School,231440,44.600619,-85.312206,7661 Shippy Road Southwest,5,4253,11:19.7
6321,Eastern High School,230000,43.004984,-85.526157,2200 Pettis Ave Ne,5,4112,11:19.7
6322,Eastern High School,231349,43.004984,-85.526157,2200 Pettis Ave Ne,5,4112,11:19.7
6323,Central High School,231708,42.943136,-85.523193,5901 Hall St Se,5,4197,11:19.7
6324,Northern High School,231707,42.985853,-85.576659,3801 Leonard St Ne,5,4197,11:19.7
6325,Gwinn Middle High School,231825,46.275315,-87.42698,50 West M-35,5,4397,11:19.7
6326,Fowler High School,231555,43.008343,-84.739638,700 S Main St,5,3957,11:19.7
6327,Fowlerville High School,230352,42.670353,-84.067751,7677 W Sharpe Rd Ste A,5,3958,11:19.7
6328,Fowlerville High School,231249,42.670353,-84.067751,7677 W Sharpe Rd Ste A,5,3958,11:19.7
6329,Fowlerville High School,231560,42.66732,-84.073407,700 N Grand Ave,5,3958,11:19.7
6330,Frankenmuth High School,231565,43.335665,-83.733224,525 E Genesee St,5,3866,11:19.7
6331,Frankfort High School,231570,44.636336,-86.226989,534 11Th St,5,4255,11:19.7
6332,Fraser High School,231575,42.551722,-82.947229,34270 Garfield Road,5,3603,11:19.7
6333,Freeland High School,231583,43.531604,-84.110004,8250 Webster Rd,5,3847,11:19.7
6334,Quest High School,231596,43.461566,-85.950929,350 Cedar St,5,4183,11:19.7
6335,Fremont High School,231595,43.456331,-85.940138,5421 S Warner Ave,5,4183,11:19.7
6336,Fruitport Alternative High School,230603,43.131941,-86.165185,3255 Pontaluna Rd,5,4184,11:19.7
6337,Fruitport Alternative High School,231593,43.131941,-86.165185,3255 Pontaluna Rd,5,4184,11:19.7
6338,Fruitport High School,231598,43.131852,-86.186453,2355 East Pontaluna,5,4184,11:19.7
6339,Fulton Alternative Education,230153,43.174873,-84.70875,8060 Ely Hwy,5,3902,11:19.7
6340,Fulton Alternative Education,231341,43.174873,-84.70875,8060 Ely Hwy,5,3902,11:19.7
6341,Fulton High School,232978,43.174873,-84.70875,8060 Ely Highway,5,3902,11:19.7
6342,Galesburg Augusta High School,230198,42.300203,-85.405808,1076 N 37Th St,5,4002,11:19.7
6343,Galesburg Augusta High School,231605,42.300203,-85.405808,1076 N 37Th St,5,4002,11:19.7
6344,Garden City High School,231615,42.33347,-83.32424,6500 Middlebelt Rd,5,3663,11:19.7
6345,Burger Development Center,230482,42.282404,-83.32429,28865 Carlysle St,5,3686,11:19.7
6346,Gaylord High School Vocational Building,231620,45.000937,-84.624586,90 Livingston Blvd,5,4301,11:19.7
6347,Gaylord Virtual Instruction Program,230452,45.033253,-84.672776,615 S Elm Ave,5,4301,11:19.7
6348,Genesee High School,231628,43.115005,-83.622019,7347 N Genesee Rd,5,3790,11:19.7
6349,Roscommon High School,233230,44.48783,-84.628462,10600 Oakwood Road Po Box 825,5,3824,11:19.7
6350,Oscar A Carlson High School,230787,42.085155,-83.208904,30550 W Jefferson Ave,5,3694,11:19.7
6351,Oscar A Carlson High School,231629,42.085155,-83.208904,30550 W Jefferson Ave,5,3694,11:19.7
6352,Gladstone Area High School,231630,45.929877,-87.070452,2100 State Highway M35,5,4346,11:19.7
6353,Gladwin Community Alternative High School,230141,43.983687,-84.490443,401 N Bowery Ave,5,3848,11:19.7
6354,Gladwin High School,231635,43.99208,-84.495698,1400 North Spring Street,5,3848,11:19.7
6355,Glen Lake Community School,232420,44.854075,-85.916792,3375 W Burdickville Rd,5,4356,11:19.7
6356,Gobles High School,231655,42.364083,-85.87882,409 N State St Po Box 412,5,4003,11:19.7
6357,Gobles Virtual Academy,231656,42.364083,-85.87882,409 N State St,5,4003,11:19.7
6358,East Lee Campus,230717,42.933966,-85.690916,982 Lee St Sw,5,4198,11:19.7
6359,East Lee Campus,233819,42.933966,-85.690916,982 Lee St Sw,5,4198,11:19.7
6360,Lee High School,231337,42.931784,-85.700344,1335 Lee St Sw,5,4198,11:19.7
6361,Lee High School,231720,42.931784,-85.700344,1335 Lee St Sw,5,4198,11:19.7
6362,Godwin Heights Learning Center,233803,42.899924,-85.665803,3529 Division Ave S,5,4198,11:19.7
6363,Godwin Heights Senior High School,231710,42.900144,-85.667516,50-35Th Street Southwest,5,4198,11:19.7
6364,Goodrich High School,231660,42.916343,-83.530584,8029 Gale Rd,5,3791,11:19.7
6365,Perry Prekindergarten,231602,42.920645,-83.627974,11920 S Saginaw St,5,3749,11:19.7
6366,Grand Blanc Community High School,231665,42.918291,-83.624439,12500 Holly Rd,5,3749,11:19.7
6367,Central High School,230602,43.060356,-86.225409,106 S 6Th St,5,4186,11:19.7
6368,Central High School,231233,43.060356,-86.225409,106 S 6Th St,5,4186,11:19.7
6369,Central High School,231671,43.060356,-86.225409,106 S 6Th St,5,4186,11:19.7
6370,Grand Haven High School,231670,43.011827,-86.211124,17001 Ferris St,5,4186,11:19.7
6371,Grand Ledge High School,231675,42.747911,-84.750657,820 Spring St,5,3959,11:19.7
6372,Bethany Based School,231703,42.980631,-85.650722,901 Eastern Ave Ne,5,4197,11:19.7
6373,Grand Rapids Montessori Academy,231421,42.966844,-85.657345,159 College Ave Ne,5,4197,11:19.7
6374,Southeast Career Pathways,231697,42.937776,-85.663131,1356 Jefferson Ave Se,5,4197,11:19.7
6375,Southeast Career Pathways,231734,42.937776,-85.663131,1356 Jefferson Ave Se,5,4197,11:19.7
6376,Kent Education Center Beltline,231698,42.993378,-85.59886,1606 Leffingwell Ave Ne,5,4197,11:19.7
6377,Shared Time,230589,42.948955,-85.635819,1331 Franklin St Se,5,4197,11:19.7
6378,Shared Time,231704,42.948955,-85.635819,1331 Franklin St Se,5,4197,11:19.7
6379,Newcomers Community School,230585,42.973309,-85.7117,1800 Tremont Blvd Nw,5,4197,11:19.7
6380,Lincoln School,230384,42.978573,-85.558866,860 Crahen Ave Ne,5,4197,11:19.7
6381,Ottawa Hills High School,231735,42.925733,-85.627596,2055 Rosewood Ave Se,5,4197,11:19.7
6382,Union High School,231755,42.973309,-85.7117,1800 Tremont Blvd Nw,5,4197,11:19.7
6383,City Middle High School,231693,42.993124,-85.65955,1720 Plainfield Ave Ne,5,4197,11:19.7
6384,Grand Rapids University Preparatory Academy,231688,42.953623,-85.667274,512 Division Ave S,5,4197,11:19.7
6385,Grand Rapids Learning Center,001254,42.965805,-85.666229,143 Bostwick Avenue North East,5,4197,11:19.7
6386,Grand Rapids Learning Center,231702,42.965805,-85.666229,143 Bostwick Ave Ne,5,4197,11:19.7
6387,Community Transition Campus,230213,42.967614,-85.633449,225 Mayfield Ave Ne,5,4197,11:19.7
6388,Innovation Central High School,231692,42.965585,-85.65848,421 Fountain St Ne,5,4197,11:19.7
6389,Grand Rapids Public Museum High School,231360,42.961518,-85.663853,54 Jefferson Ave Se,5,4197,11:19.7
6390,Pine Grove Learning Center,231478,42.871134,-85.71574,2101 52Nd St Sw,5,4198,11:19.7
6391,Lincoln Developmental Center,231438,42.97943,-85.556619,862 Crahen Ave Ne,5,4197,11:19.7
6392,Grandville High School,231770,42.879303,-85.769931,4700 Canal St Sw,5,4187,11:19.7
6393,Grant Learning Center,230392,43.337881,-85.8024,331 E State Rd,5,4122,11:19.7
6394,Grant High School,231775,43.337881,-85.8024,331 E State Rd,5,4122,11:19.7
6395,Grass Lake High School,231780,42.242423,-84.196951,11500 Warrior Trail,5,4083,11:19.7
6396,Greenville Senior High School,231790,43.186528,-85.270573,111 N Hillcrest St,5,3960,11:19.7
6397,Satterlee School,233852,43.174029,-85.293057,8153 Satterlee Rd,5,3960,11:19.7
6398,Grosse Ile High School,231795,42.13127,-83.143328,7800 Grays Dr,5,3683,11:19.7
6399,Gull Lake High School,231940,42.372191,-85.435508,7753 N 34Th St,5,4014,11:19.7
6400,Gull Lake Gateway Academy,233206,42.376221,-85.433273,10100 E D Ave,5,4014,11:19.7
6401,Gull Lake Gateway Academy,233207,42.376221,-85.433273,10100 E D Ave,5,4014,11:19.7
6402,Hale High School,231311,44.379034,-83.804943,311 N Washington St,5,3871,11:19.7
6403,Hale High School,231830,44.379034,-83.804943,311 N Washington St,5,3871,11:19.7
6404,Hamilton Middle School,230682,42.68306,-86.018491,4845 136Th Ave,5,4188,11:19.7
6405,Hamilton High School,231832,42.684646,-86.026903,4911 136Th Ave,5,4188,11:19.7
6406,Hamilton Virtual School,231533,42.682467,-86.016097,4815 136Th Ave,5,4188,11:19.7
6407,Hamilton Virtual School,231831,42.682467,-86.016097,4815 136Th Ave,5,4188,11:19.7
6408,Hamtramck High School,231833,42.40254,-83.057857,11410 Charest Ave,5,3704,11:19.7
6409,Horizon High School,230526,42.400994,-83.057087,3225 Caniff St,5,3704,11:19.7
6410,Hancock Middle High School,231850,47.141417,-88.588915,501 Campus Dr,5,4430,11:19.7
6411,Hanover Horton High School,231335,42.148671,-84.518548,10000 Moscow Rd,5,4141,11:19.7
6412,Hanover Horton High School,231855,42.148671,-84.518548,10000 Moscow Rd,5,4141,11:19.7
6413,Harbor Springs High School,231870,45.432752,-84.988165,500 N Springs St,5,4371,11:19.7
6414,Harper Creek High School,230178,42.256393,-85.149658,12677 Beadle Lake Rd,5,3989,11:19.7
6415,Harper Woods High School,230613,42.444518,-82.93149,20225 Beaconsfield St,5,3715,11:19.7
6416,Harper Woods High School,230930,42.444518,-82.93149,20225 Beaconsfield St,5,3715,11:19.7
6417,Diploma Success Community School,231878,42.442643,-82.946463,19872 Kelly Rd,5,3715,11:19.7
6418,Harper Woods Virtual Academy,230519,42.55472,-82.928309,18901 15 Mile Rd,5,3609,11:19.7
6419,Harrison Alternative Education,230101,44.005299,-84.85096,Po Box 529,5,3849,11:19.7
6420,Harrison Alternative Education,231336,44.005299,-84.85096,Po Box 529,5,3849,11:19.7
6421,Harrison Community High School,231880,44.018687,-84.806482,700 S 5Th St,5,3849,11:19.7
6422,Hart High School,231890,43.698842,-86.361221,300 Johnson Street,5,4189,11:19.7
6423,Hartford High School,231895,42.211045,-86.166147,121 School St,5,4005,11:19.7
6424,Hartford Alternative Education,230241,42.211038,-86.166335,115 School St,5,4005,11:19.7
6425,Legacy High School,230231,42.634146,-83.764609,9525 E Highland Rd,5,3901,11:19.7
6426,Legacy High School,230369,42.634146,-83.764609,9525 E Highland Rd,5,3901,11:19.7
6427,Hartland High School,231900,42.649738,-83.747078,10635 Dunham Rd,5,3728,11:19.7
6428,Haslett High School,231905,42.73895,-84.407778,5450 Marsh Rd,5,3961,11:19.7
6429,Hastings High School,231752,42.639393,-85.29377,520 W South St,5,4006,11:19.7
6430,Hastings High School,231910,42.639393,-85.29377,520 W South St,5,4006,11:19.7
6431,Webb Elementary School,230288,42.468734,-83.116347,2100 Woodward Hts,5,3714,11:19.7
6432,Hazel Park High School,231915,42.46629,-83.090414,23400 Hughes Avenue,5,3606,11:19.7
6433,Hazel Park Access Alternative School,230521,42.46254,-83.10409,420 W Nine,5,3606,11:19.7
6434,INVEST Roosevelt Alternative High School,230335,42.461483,-83.108928,420 W 9 Mile Rd,5,3606,11:19.7
6435,Invest Roosevelt Alternative High School,230429,42.461483,-83.108928,420 West 9 Mile Rd,5,3606,11:19.7
6436,INVEST Roosevelt Alternative High School,230618,42.461483,-83.108928,420 W 9 Mile Rd,5,3606,11:19.7
6437,INVEST Roosevelt Alternative High School,230627,42.461483,-83.108928,420 W 9 Mile Rd,5,3606,11:19.7
6438,INVEST Roosevelt Alternative High School,230669,42.461483,-83.108928,420 W 9 Mile Rd,5,3606,11:19.7
6439,INVEST Roosevelt Alternative High School,230757,42.461483,-83.108928,420 W 9 Mile Rd,5,3606,11:19.7
6440,Hemlock Alternative Education,230361,43.428523,-84.230091,Po Box 260,5,3850,11:19.7
6441,Hemlock Alternative Education,231309,43.428523,-84.230091,Po Box 260,5,3850,11:19.7
6442,Hemlock High School,231920,43.421033,-84.229927,733 N Hemlock Rd,5,3850,11:19.7
6443,Hesperia Community Education,230720,43.566388,-86.036603,96 S. Division Street,5,4190,11:19.7
6444,Hesperia Community Education,231456,43.566388,-86.036603,96 S Division St,5,4190,11:19.7
6445,Hesperia High School,231935,43.574326,-86.223175,Po Box 388,5,4190,11:19.7
6446,Hillman Community Junior Senior High School,231955,45.041703,-83.901017,26042 M 32 S,5,4375,11:19.7
6447,Hillsdale High School,231960,41.917419,-84.637522,30 S Norwood Ave,5,4085,11:19.7
6448,Holland High School,231970,42.773857,-86.123287,600 Van Raalte Ave,5,4191,11:19.7
6449,Holland High School,231971,42.773857,-86.123287,600 Van Raalte Ave,5,4191,11:19.7
6450,Holly High School,231980,42.796518,-83.585226,6161 E Holly Rd,5,3752,11:19.7
6451,Holt Senior High School,231990,42.640111,-84.577532,5885 Holt Rd,5,3963,11:19.7
6452,Holton High School,231067,43.415726,-86.07907,6500 4Th St,5,4192,11:19.7
6453,Holton High School,231995,43.417277,-86.087284,6477 Syers Road Po Box 159,5,4192,11:19.7
6454,Homer Community High School,232000,42.142005,-84.808691,403 S Hillsdale St,5,4086,11:19.7
6455,Hopkins High School,232010,42.623348,-85.760785,333 Clark Street,5,4123,11:19.7
6456,Houghton Lake Community Education,230246,44.333657,-84.803381,179 Cloverleaf Ln,5,3853,11:19.7
6457,Houghton Lake High School,232020,44.298435,-84.727861,4433 W Houghton Lake Dr,5,3853,11:19.7
6458,Howell High School,232030,42.601873,-83.914689,1200 W Grand River Ave,5,3901,11:19.7
6459,Innovation Academy,230699,42.602597,-83.920174,861 E Sibley St,5,3901,11:19.7
6460,Hudson Area High School,230629,41.865662,-84.348856,771 North Maple Grove Ave,5,4142,11:19.7
6461,Hudson Area High School,232045,41.865662,-84.348856,771 North Maple Grove,5,4142,11:19.7
6462,Hudson Tech Alternative,230291,41.855334,-84.338734,550 E Main St,5,4142,11:19.7
6463,Hudson Tech Alternative,232046,41.855334,-84.338734,550 E Main St,5,4142,11:19.7
6464,Hudsonville High School,232050,42.862059,-85.865285,5037 32Nd Ave,5,4207,11:19.7
6465,Huron High School,232778,42.124069,-83.34839,32044 Huron River Dr,5,3669,11:19.7
6466,Huron AI Center High School Program,230511,42.111939,-83.222846,19370 Vreeland Rd,5,3680,11:19.7
6467,Harbor High School,231941,42.684259,-83.585491,5061 Duck Lake Rd,5,3729,11:19.7
6468,Milford High School,232595,42.616475,-83.616035,2380 S Milford Rd,5,3729,11:19.7
6469,Lakeland High School,232593,42.62407,-83.517269,1630 Bogie Lake Rd,5,3774,11:19.7
6470,Ida High School,232065,41.905952,-83.570094,3145 Prairie St,5,3685,11:19.7
6471,Venture High School,232073,43.006334,-83.076252,2061 S Almont Ave,5,3753,11:19.7
6472,Imlay City High School,232070,43.065642,-83.060893,1001 Norlin Dr,5,3753,11:19.7
6473,Douglas R Welch High School,230193,42.981635,-85.046196,830 Harrison St,5,3965,11:19.7
6474,Ionia High School,230568,42.950978,-85.069753,250 E Tuttle Road,5,3965,11:19.7
6475,Ionia High School,232088,42.950978,-85.069753,250 E Tuttle Rd,5,3965,11:19.7
6476,IMK Community Education,230118,45.814795,-88.058892,800 E E St,5,4334,11:19.7
6477,Iron Mountain High School,231559,45.817436,-88.069786,300 W B St,5,4334,11:19.7
6478,Iron Mountain High School,232100,45.817436,-88.069786,300 West B Street,5,4334,11:19.7
6479,Gogebic County Community Education,230154,46.457548,-90.15899,650 E Ayer St,5,4460,11:19.7
6480,Luther L Wright K12 School,232110,46.457548,-90.15899,650 E Ayer St,5,4460,11:19.7
6481,Ishpeming Negaunee NICE Community Education Division,230303,46.498759,-87.608984,101 S Pioneer Ave,5,4439,11:19.7
6482,Ishpeming High School,232120,46.4884,-87.665567,319 E Division St,5,4401,11:19.7
6483,Ithaca High School,232125,43.301056,-84.597467,710 N Union St,5,3966,11:19.7
6484,Jackson High School,230698,42.249022,-84.418199,544 Wildwood Ave,5,4067,11:19.7
6485,Jackson High School,232132,42.249022,-84.418199,544 Wildwood Ave,5,4067,11:19.7
6486,Jackson County Jail,230582,42.240297,-84.411965,310 W. Morrell Street,5,4067,11:19.7
6487,Jackson County Jail,230586,42.240297,-84.411965,310 West Morrell St,5,4067,11:19.7
6488,Jackson County Jail,232145,42.240297,-84.411965,310 W Morrell St,5,4067,11:19.7
6489,Jefferson High School,232611,41.959535,-83.310192,5707 Williams Road,5,3671,11:19.7
6490,Jenison High School,232153,42.921511,-85.835025,2140 Bauer Rd,5,4209,11:19.7
6491,Jenison International Academy,232154,42.91005,-85.80101,800 Connie St,5,4209,11:19.7
6492,Johannesburg Lewiston High School,231069,44.963223,-84.505983,Po Box 69,5,4303,11:19.7
6493,Johannesburg Lewiston High School,232155,44.985685,-84.459973,10854 M 32 E,5,4303,11:19.7
6494,Jonesville High School,232160,41.977983,-84.656716,460 Adrian Street,5,4145,11:19.7
6495,Jonesville Pathways and Virtual School,230753,41.978754,-84.67335,401 E Chicago St,5,4145,11:19.7
6496,Jonesville Pathways and Virtual School,231327,41.978754,-84.67335,401 E Chicago St,5,4145,11:19.7
6497,Phoenix Alternative High School,230932,42.277979,-85.602197,1411 Oakland Dr,5,3929,11:19.7
6498,Kalamazoo Area Math And Science Center,232167,42.263007,-85.618046,600 West Vine Street,5,3929,11:19.7
6499,Transition Services,232163,42.284971,-85.589713,714 South Westnedge Avenue,5,3929,11:19.7
6500,Kalamazoo Adult Education,230584,42.284971,-85.589713,714 South Westnedge Ave,5,3929,11:19.7
6501,Loy Norrix High School,232172,42.244916,-85.576144,606 East Kilgore Road,5,3929,11:19.7
6502,Kalamazoo Central High School,232165,42.315514,-85.647972,2432 N Drake Rd,5,3929,11:19.7
6503,Kalamazoo Innovative Learning Program,230776,42.257621,-85.589463,3333 S Westnedge Ave,5,3929,11:19.7
6504,Boys To Men Group Home,231503,42.303918,-85.667994,6025 Litchfield Ln,5,3929,11:19.7
6505,Kalamazoo County Juvenile Home Youth Center School,230206,42.30425,-85.562173,1424 Gull Rd,5,3929,11:19.7
6506,Kalamazoo County Juvenile Home Youth Center School,231644,42.30425,-85.562173,1424 Gull Rd,5,3929,11:19.7
6507,Lets Talk About It Girls Home,231436,42.29974,-85.597275,1004 Conant St,5,3929,11:19.7
6508,Lets Talk About It Home For Young Men,231358,42.274381,-85.60114,1220 Howard St,5,3929,11:19.7
6509,Lets Talk About It Home For Young Men,231538,42.274381,-85.60114,1220 Howard St,5,3929,11:19.7
6510,Lets Talk About It Home For Young Men,231551,42.274381,-85.60114,1220 Howard St,5,3929,11:19.7
6511,Brethren High School,230385,44.298065,-86.021647,4400 Highbridge Rd,5,4240,11:19.7
6512,Brethren High School,231659,44.303758,-86.021192,4400 North High Bridge Rd,5,4240,11:19.7
6513,Kalkaska Alternative Program,230747,44.735575,-85.184529,109 N Birch St,5,4265,11:19.7
6514,Kalkaska High School,232190,44.735575,-85.184529,109 N Birch St,5,4265,11:19.7
6515,Kearsley High School,231495,43.070497,-83.6118,4302 Underhill Dr,5,3770,11:19.7
6516,Kearsley High School,231662,43.070497,-83.6118,4302 Underhill Dr,5,3770,11:19.7
6517,Kelloggsville High School,231715,42.876994,-85.666154,4787 Division Ave Sw,5,4197,11:19.7
6518,54th Street Academy,231728,42.86821,-85.668455,173-54Th St Sw,5,4197,11:19.7
6519,Kenowa Hills High School,231716,43.032853,-85.749839,3825 Hendershot Ave Nw,5,4197,11:19.7
6520,Kenowa Hills Pathways High School,230849,43.035922,-85.749211,3950 Hendershot Ave Nw,5,4197,11:19.7
6521,Kent City High School,232199,43.226042,-85.753502,351 N Main St,5,4125,11:19.7
6522,Kent City High School,232200,43.226042,-85.753502,351 N Main St,5,4125,11:19.7
6523,Crossroads Alternative High School,232201,42.854106,-85.66298,28 60Th St Se,5,4197,11:19.7
6524,East Kentwood High School,231717,42.850487,-85.618111,6230 Kalamazoo Ave Se,5,4197,11:19.7
6525,Kingsley Area High School,232215,44.579178,-85.532777,7475 Kingsley Road Po Box 580,5,4267,11:19.7
6526,Kingston High School,232225,43.412695,-83.193847,5790 State St,5,3932,11:19.7
6527,Laingsburg High School,232230,42.874152,-84.340047,8008 Woodbury Rd,5,3967,11:19.7
6528,Lake City High School,232235,44.336722,-85.213061,251 Russell St,5,4347,11:19.7
6529,Lake Fenton High School,231427,42.841129,-83.746452,4070 Lahring Road,5,3758,11:19.7
6530,Lake Linden Hubbell Schools,230834,47.194007,-88.408173,601 Calumet St,5,4462,11:19.7
6531,Lake Linden Hubbell Schools,232245,47.194007,-88.408173,601 Calumet St,5,4462,11:19.7
6532,Lake Orion Community High School,232255,42.756292,-83.233206,495 E Scripps Rd,5,3730,11:19.7
6533,Learning Options High School,230812,42.755242,-83.238898,455 E Scripps Rd,5,3730,11:19.7
6534,Learning Options High School,232253,42.755242,-83.238898,455 E Scripps Rd,5,3730,11:19.7
6535,Lakeshore High School,233515,42.013142,-86.49473,5771 Cleveland Ave,5,4063,11:19.7
6536,Lakeview High School,230180,42.292679,-85.238098,15060 Helmer Rd S,5,3989,11:19.7
6537,Lakeview High School,233350,42.494852,-82.903051,21100 E 11 Mile Rd,5,3636,11:19.7
6538,Lakeview Virtual School,231636,42.494482,-82.898701,27575 Harper Ave,5,3636,11:19.7
